fare,age,family,survived
198.73,,6.0,0
83.09,14.0,2.0,1
158.34,6.0,8.0,0
222.06,15.0,2.0,1
155.89,52.0,7.0,0
62.08,72.0,1.0,0
10.98,34.0,8.0,1
218.17,1.0,0.0,0
10.21,69.0,2.0,0
219.3,20.0,1.0,1
134.59,7.0,6.0,0
235.07,7.0,4.0,0
200.7,50.0,7.0,1
249.49,2.0,,0
90.92,47.0,,1
192.96,14.0,6.0,0
103.47,31.0,,0
122.57,50.0,1.0,0
158.74,61.0,9.0,0
219.05,41.0,6.0,1
246.1,14.0,9.0,1
193.23,5.0,3.0,0
107.35,75.0,3.0,1
108.23,5.0,7.0,0
185.71,64.0,,0
63.5,29.0,8.0,1
32.07,75.0,1.0,0
91.88,5.0,4.0,0
75.37,36.0,5.0,0
77.6,79.0,,0
62.23,19.0,3.0,0
15.31,64.0,,1
9.38,22.0,,1
246.99,34.0,3.0,0
109.8,56.0,0.0,0
99.16,17.0,2.0,0
171.51,76.0,1.0,0
58.47,56.0,2.0,1
237.74,17.0,4.0,1
197.65,74.0,0.0,1
26.91,18.0,4.0,1
107.31,45.0,1.0,1
220.38,78.0,3.0,0
236.46,56.0,,0
119.51,50.0,8.0,0
155.29,58.0,9.0,1
45.92,18.0,5.0,0
247.84,7.0,9.0,0
61.76,76.0,1.0,0
235.97,10.0,7.0,1
164.16,69.0,4.0,1
153.9,3.0,8.0,0
130.61,44.0,9.0,0
61.51,70.0,,0
48.25,14.0,,1
59.02,4.0,0.0,0
50.68,18.0,,0
196.0,52.0,8.0,0
90.78,38.0,7.0,0
19.17,20.0,,1
242.43,44.0,4.0,1
221.53,,9.0,0
232.3,19.0,5.0,0
248.75,68.0,0.0,1
47.6,66.0,8.0,0
102.08,13.0,4.0,0
190.77,62.0,6.0,0
175.53,61.0,7.0,1
42.7,30.0,4.0,1
204.88,30.0,2.0,1
59.99,51.0,,0
59.84,48.0,6.0,1
136.56,33.0,,0
150.27,74.0,8.0,0
147.12,19.0,3.0,1
27.41,71.0,9.0,1
219.98,57.0,1.0,1
70.07,19.0,8.0,1
36.73,79.0,3.0,1
222.74,41.0,3.0,1
239.13,42.0,9.0,1
216.22,52.0,0.0,0
203.33,4.0,1.0,0
165.53,4.0,2.0,1
139.96,5.0,6.0,1
26.31,41.0,,0
105.07,61.0,4.0,1
96.31,75.0,3.0,0
68.64,55.0,1.0,1
182.24,75.0,6.0,1
126.49,13.0,5.0,0
24.86,14.0,6.0,1
58.94,60.0,7.0,1
172.4,72.0,,1
23.65,25.0,9.0,1
213.55,44.0,4.0,0
126.31,10.0,4.0,0
122.74,71.0,,1
150.14,50.0,2.0,1
207.05,44.0,6.0,0
90.21,14.0,4.0,0
171.11,15.0,6.0,0
143.6,16.0,1.0,0
70.42,2.0,8.0,1
220.26,30.0,,0
200.37,30.0,8.0,0
166.32,31.0,4.0,1
213.39,77.0,9.0,0
217.49,20.0,8.0,1
178.55,49.0,,0
210.07,35.0,,1
175.88,23.0,9.0,0
171.63,61.0,,0
156.56,55.0,4.0,0
189.42,67.0,5.0,1
43.86,8.0,7.0,0
220.81,40.0,0.0,0
218.6,59.0,9.0,1
12.17,32.0,,0
207.33,7.0,3.0,1
36.57,2.0,7.0,0
87.1,6.0,4.0,0
187.16,36.0,0.0,0
44.39,32.0,8.0,0
205.4,45.0,7.0,0
208.87,42.0,4.0,0
129.33,53.0,3.0,0
6.56,,7.0,1
75.32,75.0,,1
156.15,75.0,6.0,1
245.39,49.0,,0
159.79,2.0,6.0,1
68.65,67.0,5.0,0
160.33,11.0,2.0,1
137.3,50.0,9.0,0
196.06,35.0,2.0,1
31.21,15.0,0.0,0
191.45,75.0,4.0,1
137.61,31.0,7.0,1
240.93,62.0,5.0,0
88.76,28.0,7.0,1
159.99,25.0,,0
233.35,25.0,1.0,0
30.11,75.0,7.0,0
234.62,1.0,3.0,1
173.53,59.0,4.0,0
21.62,69.0,7.0,0
78.74,74.0,4.0,0
178.5,42.0,4.0,0
21.5,34.0,5.0,1
147.63,66.0,6.0,0
89.74,18.0,8.0,0
157.12,77.0,6.0,0
16.21,5.0,5.0,0
218.53,20.0,9.0,1
243.5,66.0,3.0,0
242.38,75.0,9.0,0
188.66,62.0,1.0,1
36.87,32.0,8.0,0
190.77,58.0,9.0,1
11.02,50.0,4.0,1
10.42,38.0,4.0,0
84.28,55.0,2.0,0
124.72,28.0,,0
193.75,74.0,,0
172.41,22.0,4.0,0
114.25,43.0,2.0,1
72.04,36.0,1.0,1
249.3,,8.0,0
109.41,36.0,9.0,1
115.59,28.0,5.0,0
45.09,78.0,,1
199.73,58.0,6.0,0
174.95,36.0,,0
59.09,70.0,8.0,1
25.18,9.0,0.0,0
171.72,,1.0,0
165.36,64.0,,0
71.95,76.0,,0
237.96,61.0,,1
42.01,40.0,,1
110.92,56.0,,0
236.19,4.0,4.0,0
107.83,31.0,1.0,0
161.44,27.0,2.0,0
102.41,58.0,8.0,0
72.18,25.0,,1
246.07,69.0,6.0,1
105.29,70.0,,0
224.05,5.0,2.0,0
61.34,8.0,8.0,1
57.21,9.0,6.0,0
12.63,15.0,1.0,0
164.66,7.0,5.0,1
95.29,72.0,8.0,1
216.77,15.0,3.0,0
120.94,37.0,9.0,0
242.21,39.0,1.0,0
50.45,6.0,2.0,1
217.81,57.0,6.0,1
195.27,19.0,3.0,1
193.88,63.0,6.0,1
211.97,31.0,4.0,0
191.45,75.0,7.0,0
158.42,,7.0,0
37.15,10.0,,1
12.97,67.0,6.0,0
230.61,62.0,5.0,1
156.08,3.0,7.0,1
200.15,18.0,8.0,1
122.97,25.0,4.0,1
33.74,20.0,6.0,0
35.67,58.0,0.0,0
172.96,50.0,7.0,0
110.42,79.0,2.0,0
54.13,10.0,0.0,0
125.44,21.0,5.0,0
20.73,29.0,7.0,1
147.58,10.0,2.0,0
70.9,13.0,0.0,1
200.4,47.0,2.0,0
81.04,23.0,4.0,1
116.53,50.0,7.0,0
7.85,4.0,8.0,0
22.75,67.0,,0
101.16,53.0,3.0,1
122.59,2.0,7.0,0
152.01,68.0,4.0,1
76.46,65.0,2.0,1
175.27,,,0
215.73,57.0,1.0,0
196.06,,5.0,1
14.71,7.0,,0
122.72,19.0,5.0,1
30.71,,4.0,0
64.3,63.0,8.0,0
246.73,65.0,6.0,1
39.91,39.0,5.0,1
127.23,26.0,6.0,0
156.45,44.0,9.0,1
177.1,12.0,,1
142.11,22.0,0.0,0
7.39,77.0,8.0,0
84.98,14.0,4.0,0
131.84,30.0,3.0,1
26.53,44.0,5.0,1
90.9,38.0,4.0,0
13.13,,0.0,0
24.25,42.0,1.0,1
102.25,52.0,3.0,0
37.52,63.0,7.0,1
144.05,61.0,,1
173.92,34.0,6.0,0
201.14,39.0,1.0,0
54.04,41.0,,0
46.03,37.0,,1
30.62,65.0,3.0,0
160.93,79.0,8.0,0
178.09,32.0,5.0,1
12.74,8.0,3.0,0
234.37,18.0,7.0,0
17.73,45.0,2.0,0
137.62,33.0,,0
178.72,5.0,1.0,0
218.39,74.0,6.0,0
179.95,36.0,3.0,0
201.42,23.0,3.0,0
88.17,40.0,9.0,0
204.63,5.0,8.0,1
24.63,34.0,1.0,0
224.23,24.0,0.0,0
139.16,17.0,6.0,0
205.24,71.0,7.0,0
115.82,22.0,2.0,0
162.68,15.0,1.0,1
133.97,15.0,3.0,0
184.24,25.0,1.0,0
25.0,53.0,1.0,1
19.79,21.0,4.0,1
65.54,66.0,,1
44.09,32.0,4.0,0
218.59,21.0,,0
58.71,68.0,8.0,0
244.09,44.0,1.0,0
87.54,66.0,0.0,0
49.62,14.0,2.0,1
198.48,15.0,5.0,1
166.38,20.0,4.0,0
127.06,34.0,,0
141.06,36.0,7.0,1
181.2,9.0,1.0,0
60.97,71.0,8.0,1
249.1,30.0,3.0,1
243.82,77.0,0.0,1
164.33,63.0,,1
53.89,35.0,5.0,0
171.66,13.0,,1
22.69,79.0,6.0,0
12.51,46.0,8.0,0
68.13,56.0,5.0,0
118.34,9.0,5.0,0
217.73,36.0,1.0,0
183.16,3.0,6.0,0
186.96,19.0,1.0,0
109.25,28.0,6.0,1
89.75,23.0,7.0,0
95.9,7.0,0.0,0
246.97,76.0,8.0,0
14.83,14.0,7.0,0
217.42,46.0,8.0,1
146.78,15.0,4.0,1
112.46,67.0,3.0,0
182.69,15.0,0.0,0
124.23,51.0,8.0,1
218.99,8.0,3.0,0
225.67,69.0,3.0,0
108.32,62.0,3.0,1
72.82,51.0,1.0,1
150.13,63.0,,0
228.53,68.0,1.0,0
56.61,78.0,7.0,1
157.63,16.0,6.0,0
159.73,24.0,,1
184.61,6.0,,0
37.23,57.0,1.0,0
180.38,31.0,1.0,0
227.71,6.0,0.0,1
49.02,79.0,5.0,1
63.2,29.0,5.0,1
242.99,67.0,0.0,0
49.34,75.0,0.0,1
214.32,3.0,5.0,1
125.61,28.0,,0
65.57,74.0,3.0,1
218.33,48.0,2.0,1
114.1,10.0,,1
131.13,,5.0,1
93.01,67.0,0.0,1
150.27,69.0,2.0,1
45.06,12.0,0.0,0
100.81,57.0,2.0,1
242.51,44.0,1.0,0
68.24,13.0,4.0,1
165.9,24.0,,1
84.67,44.0,,1
194.5,57.0,7.0,1
37.06,16.0,6.0,0
242.61,21.0,,0
116.18,76.0,,0
62.83,51.0,,0
23.01,21.0,6.0,1
46.59,60.0,9.0,0
132.34,51.0,2.0,0
87.57,21.0,6.0,0
208.08,6.0,0.0,0
110.57,73.0,1.0,1
65.93,65.0,9.0,0
156.2,76.0,0.0,0
178.16,58.0,8.0,1
45.93,78.0,1.0,0
46.07,6.0,1.0,1
13.98,65.0,,0
185.42,34.0,,1
167.63,56.0,,0
121.28,75.0,3.0,1
211.82,3.0,2.0,0
202.39,42.0,4.0,0
148.41,62.0,8.0,0
217.73,6.0,1.0,0
55.43,6.0,4.0,1
32.42,63.0,7.0,0
71.09,20.0,5.0,1
18.99,21.0,,1
135.14,2.0,,0
234.47,56.0,7.0,0
14.64,,2.0,1
34.92,70.0,3.0,0
115.79,23.0,8.0,0
233.8,30.0,4.0,1
82.46,78.0,5.0,0
129.27,37.0,1.0,0
15.19,55.0,8.0,0
41.34,49.0,7.0,1
246.72,,6.0,0
241.45,44.0,8.0,1
6.21,22.0,4.0,0
238.19,31.0,4.0,0
161.58,7.0,,1
217.64,21.0,4.0,0
116.41,16.0,8.0,0
131.32,20.0,,0
124.77,43.0,9.0,1
168.38,44.0,9.0,0
39.21,47.0,7.0,1
12.34,19.0,2.0,0
80.44,48.0,7.0,0
177.65,79.0,,0
54.45,69.0,1.0,1
169.99,11.0,8.0,1
242.63,79.0,3.0,1
28.01,29.0,,0
169.79,45.0,,0
113.72,68.0,6.0,1
217.69,36.0,5.0,0
48.4,,6.0,1
174.69,15.0,3.0,0
210.34,44.0,9.0,1
236.43,67.0,0.0,0
172.4,74.0,4.0,0
126.81,40.0,7.0,1
156.37,14.0,9.0,1
217.88,63.0,,0
144.8,51.0,4.0,1
12.44,79.0,1.0,0
233.08,58.0,,0
173.93,15.0,4.0,1
170.75,65.0,9.0,0
57.84,55.0,2.0,0
166.43,76.0,1.0,0
101.5,10.0,2.0,0
164.55,42.0,3.0,0
31.12,,1.0,1
166.17,16.0,,0
249.86,73.0,3.0,0
16.81,78.0,5.0,1
244.41,19.0,4.0,1
104.69,31.0,6.0,0
218.33,73.0,6.0,0
196.68,,2.0,0
143.92,8.0,8.0,1
185.92,24.0,6.0,0
220.24,8.0,6.0,0
104.01,48.0,1.0,1
85.12,30.0,9.0,0
168.56,58.0,2.0,1
202.92,55.0,2.0,1
191.76,,,0
200.46,62.0,,1
111.72,48.0,3.0,0
205.37,,0.0,1
34.45,,5.0,1
138.4,8.0,7.0,0
6.41,,7.0,1
84.52,70.0,,1
94.78,47.0,4.0,1
102.06,75.0,9.0,1
175.39,5.0,5.0,0
100.2,50.0,4.0,0
114.93,24.0,3.0,0
63.2,47.0,,0
96.45,18.0,,0
60.68,28.0,3.0,0
22.93,77.0,5.0,1
152.84,5.0,5.0,0
168.71,30.0,4.0,0
156.78,1.0,8.0,0
118.56,46.0,7.0,1
98.05,69.0,9.0,1
216.52,31.0,5.0,1
132.18,70.0,8.0,0
122.4,56.0,,0
11.28,28.0,9.0,1
88.61,16.0,3.0,0
98.15,54.0,5.0,1
102.71,53.0,3.0,0
147.14,12.0,7.0,0
135.73,20.0,6.0,0
153.94,34.0,4.0,1
192.4,53.0,9.0,0
204.18,64.0,5.0,0
180.94,23.0,6.0,0
239.1,27.0,,0
9.47,17.0,8.0,1
52.97,48.0,6.0,0
6.85,21.0,7.0,0
163.63,50.0,,0
225.02,40.0,2.0,0
64.65,3.0,1.0,0
232.12,17.0,,0
19.77,61.0,,1
233.94,50.0,0.0,1
91.15,6.0,0.0,0
29.85,28.0,6.0,1
124.04,72.0,9.0,1
67.91,55.0,,0
74.79,58.0,5.0,0
80.29,45.0,6.0,1
201.74,72.0,,1
137.09,19.0,0.0,0
81.27,29.0,8.0,0
154.53,23.0,4.0,0
180.46,32.0,6.0,0
71.79,10.0,,1
106.32,49.0,3.0,1
34.86,65.0,0.0,1
49.38,29.0,,0
171.87,59.0,9.0,0
49.45,45.0,9.0,0
133.67,67.0,7.0,0
178.72,51.0,0.0,1
31.18,11.0,1.0,1
143.99,6.0,7.0,1
67.86,67.0,1.0,1
240.92,62.0,9.0,1
123.47,5.0,8.0,0
202.47,9.0,2.0,1
139.81,28.0,2.0,0
15.64,77.0,,1
160.12,38.0,2.0,0
238.09,,8.0,0
152.39,21.0,,1
205.7,62.0,3.0,1
221.63,46.0,5.0,1
60.88,70.0,,0
56.95,38.0,3.0,1
154.69,49.0,4.0,0
105.7,75.0,6.0,0
210.77,39.0,7.0,1
225.51,71.0,6.0,1
91.59,30.0,7.0,0
63.03,21.0,3.0,0
196.23,1.0,0.0,1
72.33,32.0,5.0,1
206.54,8.0,4.0,0
108.82,69.0,3.0,1
168.55,30.0,,1
28.41,8.0,0.0,0
157.85,19.0,,0
115.68,59.0,1.0,0
148.72,55.0,8.0,1
46.16,,5.0,0
185.53,79.0,5.0,1
216.39,36.0,1.0,1
58.1,55.0,5.0,1
28.45,44.0,2.0,0
10.79,27.0,6.0,0
162.28,77.0,9.0,1
153.74,78.0,3.0,1
138.94,54.0,8.0,0
61.83,48.0,,0
100.77,30.0,9.0,0
150.65,39.0,2.0,0
126.71,13.0,,1
247.01,16.0,,0
38.43,44.0,3.0,0
175.31,71.0,9.0,0
104.06,27.0,9.0,1
109.91,45.0,,0
180.81,35.0,,0
174.65,79.0,7.0,0
247.86,28.0,3.0,1
36.46,7.0,5.0,0
30.51,62.0,6.0,0
182.46,51.0,9.0,1
146.7,46.0,7.0,0
72.17,20.0,3.0,0
24.46,38.0,0.0,1
25.99,61.0,4.0,1
224.08,32.0,0.0,0
52.01,26.0,3.0,1
84.23,58.0,6.0,0
60.53,39.0,6.0,0
91.97,20.0,0.0,0
22.01,50.0,8.0,0
132.17,79.0,1.0,0
21.57,52.0,4.0,0
201.09,,5.0,0
62.26,53.0,0.0,0
137.3,66.0,1.0,0
220.62,43.0,,0
164.46,23.0,5.0,0
135.57,77.0,5.0,0
84.46,64.0,5.0,1
86.59,9.0,6.0,1
169.02,7.0,9.0,1
248.56,41.0,8.0,1
167.15,54.0,8.0,0
141.66,65.0,1.0,1
184.01,2.0,1.0,0
118.98,4.0,4.0,0
19.73,78.0,9.0,1
142.76,32.0,6.0,0
239.62,2.0,2.0,0
47.95,64.0,2.0,0
174.05,14.0,3.0,1
54.23,20.0,2.0,1
136.28,49.0,,1
28.69,8.0,7.0,0
115.34,63.0,6.0,1
190.26,46.0,6.0,0
90.16,21.0,9.0,0
167.9,32.0,,1
199.89,8.0,,0
232.16,16.0,5.0,0
62.49,40.0,2.0,0
102.83,27.0,8.0,0
42.34,18.0,8.0,0
248.16,35.0,,0
232.12,52.0,9.0,0
137.29,15.0,5.0,0
211.3,63.0,,0
132.63,53.0,7.0,1
157.78,66.0,5.0,1
26.84,31.0,6.0,1
190.04,61.0,3.0,0
36.29,64.0,0.0,0
207.39,34.0,3.0,1
196.6,55.0,7.0,1
178.64,59.0,,0
13.86,3.0,1.0,0
79.27,17.0,6.0,1
69.46,78.0,0.0,0
93.23,78.0,1.0,1
26.47,46.0,7.0,1
234.55,38.0,9.0,0
140.68,35.0,3.0,0
79.85,1.0,2.0,1
102.26,29.0,1.0,0
114.56,4.0,,1
152.15,61.0,3.0,0
131.34,17.0,2.0,1
230.25,28.0,2.0,0
126.76,50.0,9.0,1
248.08,8.0,,0
213.6,34.0,7.0,0
56.09,59.0,8.0,1
233.0,18.0,8.0,0
33.51,59.0,4.0,0
205.28,27.0,0.0,0
98.25,16.0,9.0,0
220.1,10.0,4.0,0
217.67,76.0,,1
202.45,22.0,8.0,0
198.56,16.0,9.0,0
79.65,12.0,7.0,0
24.83,75.0,6.0,1
103.73,51.0,,1
47.51,1.0,1.0,0
175.26,27.0,,1
89.79,67.0,8.0,1
244.02,12.0,8.0,0
162.04,,7.0,0
206.51,9.0,,0
37.47,53.0,6.0,0
216.19,61.0,8.0,1
231.08,54.0,,0
124.33,37.0,3.0,0
153.53,65.0,1.0,0
192.38,42.0,,1
47.84,49.0,6.0,0
128.13,4.0,5.0,0
102.67,64.0,4.0,1
40.86,79.0,6.0,0
95.05,51.0,2.0,0
21.7,72.0,4.0,1
11.32,60.0,1.0,1
38.12,79.0,4.0,0
240.96,31.0,6.0,1
139.63,72.0,9.0,1
241.63,58.0,6.0,0
110.96,4.0,8.0,0
81.39,22.0,2.0,1
129.0,3.0,7.0,0
112.68,79.0,4.0,0
30.89,47.0,6.0,1
162.0,38.0,,0
57.93,33.0,0.0,0
156.8,78.0,3.0,0
164.3,48.0,4.0,1
42.25,65.0,9.0,0
20.03,26.0,2.0,1
196.29,8.0,5.0,1
117.65,,2.0,0
19.25,38.0,4.0,1
248.74,10.0,,1
19.16,42.0,2.0,0
175.28,37.0,,0
246.0,26.0,2.0,0
63.6,12.0,4.0,0
39.85,49.0,6.0,0
34.74,14.0,1.0,0
79.3,46.0,2.0,0
29.76,35.0,3.0,0
174.58,29.0,,0
20.26,12.0,8.0,0
129.81,44.0,,0
249.19,,3.0,0
204.42,2.0,8.0,1
155.73,59.0,3.0,0
80.03,17.0,1.0,1
157.85,10.0,9.0,0
134.13,18.0,0.0,0
109.39,22.0,,0
37.02,58.0,3.0,1
222.22,,7.0,0
115.2,1.0,7.0,1
52.68,61.0,7.0,0
95.1,31.0,5.0,0
106.46,31.0,8.0,0
207.75,66.0,3.0,1
184.74,19.0,4.0,1
193.48,53.0,3.0,0
7.7,76.0,4.0,1
106.96,74.0,,1
122.93,22.0,,0
9.7,23.0,,1
68.65,15.0,7.0,0
191.27,26.0,8.0,0
38.59,3.0,6.0,1
136.15,20.0,6.0,0
57.72,40.0,5.0,1
7.97,39.0,1.0,1
64.09,72.0,9.0,1
244.09,18.0,,0
201.38,41.0,8.0,0
240.1,70.0,4.0,0
124.52,27.0,5.0,1
31.89,15.0,0.0,0
139.25,37.0,4.0,0
116.32,58.0,5.0,0
211.87,5.0,9.0,0
29.03,73.0,1.0,0
124.62,7.0,,0
41.76,41.0,,0
84.55,10.0,4.0,1
185.65,62.0,2.0,1
121.62,26.0,4.0,1
97.09,68.0,3.0,0
101.65,24.0,9.0,1
117.56,78.0,5.0,1
197.33,41.0,,1
223.56,65.0,2.0,0
239.06,17.0,9.0,1
197.79,24.0,0.0,0
82.27,27.0,6.0,0
173.59,7.0,8.0,0
112.21,73.0,1.0,1
67.39,12.0,6.0,0
211.01,3.0,2.0,0
14.41,79.0,4.0,1
225.93,10.0,5.0,0
118.06,33.0,,0
161.11,46.0,3.0,0
166.54,,1.0,0
224.3,52.0,2.0,0
160.98,6.0,,0
155.41,2.0,6.0,1
21.33,29.0,5.0,1
132.01,40.0,4.0,0
41.79,61.0,4.0,0
185.67,68.0,0.0,0
130.49,68.0,,0
171.66,29.0,8.0,0
15.21,,7.0,0
25.77,60.0,9.0,0
180.5,41.0,0.0,0
22.66,65.0,5.0,0
22.46,64.0,2.0,1
7.97,79.0,5.0,1
239.34,63.0,8.0,1
185.69,48.0,5.0,1
91.55,20.0,7.0,0
77.65,37.0,5.0,1
90.68,64.0,5.0,0
194.79,5.0,6.0,1
167.04,34.0,9.0,1
50.37,39.0,3.0,0
47.66,67.0,7.0,0
29.11,,3.0,0
166.77,24.0,6.0,0
192.27,3.0,0.0,1
69.94,71.0,8.0,1
10.13,67.0,9.0,0
25.13,79.0,,0
242.13,50.0,6.0,0
77.38,29.0,7.0,1
193.46,74.0,1.0,1
158.04,32.0,9.0,0
98.58,39.0,9.0,1
55.39,9.0,6.0,1
34.74,14.0,0.0,0
155.68,68.0,2.0,1
194.79,64.0,5.0,0
162.76,20.0,4.0,0
134.92,28.0,4.0,0
15.28,14.0,8.0,0
242.28,44.0,5.0,0
200.68,77.0,,1
76.74,39.0,1.0,1
245.09,28.0,8.0,1
152.46,64.0,9.0,1
147.69,32.0,3.0,0
188.28,9.0,4.0,0
203.88,28.0,8.0,0
165.84,17.0,4.0,0
36.38,77.0,6.0,1
87.88,55.0,1.0,1
232.38,10.0,1.0,0
60.03,6.0,3.0,1
96.18,48.0,7.0,1
110.86,75.0,1.0,1
112.65,,,0
155.17,41.0,6.0,1
236.05,79.0,0.0,0
63.97,60.0,8.0,0
34.77,77.0,9.0,0
53.38,42.0,5.0,0
222.3,71.0,0.0,0
163.22,28.0,9.0,0
75.05,13.0,5.0,1
204.91,15.0,4.0,1
216.04,36.0,4.0,1
212.4,15.0,4.0,0
230.14,75.0,3.0,1
66.8,56.0,,0
189.99,4.0,,0
117.83,52.0,,1
211.29,10.0,1.0,1
183.48,45.0,1.0,0
195.23,29.0,1.0,1
165.76,53.0,6.0,1
48.47,29.0,3.0,1
138.53,23.0,3.0,1
246.24,57.0,0.0,1
234.66,50.0,3.0,1
15.58,21.0,,1
45.38,43.0,1.0,1
37.27,10.0,,1
182.87,76.0,6.0,1
205.36,30.0,8.0,0
57.31,51.0,1.0,1
128.93,33.0,7.0,0
210.97,18.0,5.0,0
184.54,78.0,7.0,0
137.85,22.0,,0
149.64,64.0,0.0,0
129.55,21.0,6.0,1
77.9,1.0,8.0,1
143.43,15.0,,0
173.78,36.0,,1
218.96,47.0,3.0,1
160.89,54.0,0.0,0
191.47,32.0,6.0,0
44.22,58.0,,0
118.08,46.0,,1
7.29,54.0,1.0,0
65.44,33.0,,1
182.98,39.0,6.0,0
247.99,23.0,5.0,0
29.3,43.0,1.0,0
103.37,55.0,,0
201.02,2.0,,1
54.99,66.0,2.0,0
141.0,38.0,2.0,0
184.6,29.0,3.0,0
155.92,67.0,0.0,1
51.07,71.0,,1
92.07,36.0,6.0,1
197.03,29.0,4.0,1
140.79,37.0,2.0,0
6.28,45.0,8.0,0
191.44,16.0,4.0,0
13.65,31.0,9.0,0
187.7,34.0,2.0,0
54.61,50.0,8.0,1
239.73,65.0,,1
95.15,62.0,8.0,0
85.1,43.0,4.0,0
41.48,56.0,5.0,1
79.87,15.0,1.0,1
219.78,48.0,7.0,0
249.1,,2.0,0
95.24,44.0,0.0,1
114.91,10.0,6.0,1
181.91,20.0,2.0,0
222.12,70.0,3.0,0
150.3,8.0,4.0,0
100.92,45.0,0.0,1
106.09,34.0,8.0,0
175.43,51.0,6.0,1
5.79,4.0,,0
156.8,39.0,0.0,0
92.1,24.0,1.0,1
199.58,55.0,2.0,0
27.78,26.0,2.0,0
149.11,25.0,7.0,0
122.84,36.0,4.0,1
162.37,71.0,8.0,0
20.89,74.0,2.0,1
147.1,58.0,5.0,1
142.56,12.0,3.0,0
142.36,1.0,,1
152.85,50.0,0.0,0
170.73,25.0,,1
202.22,5.0,6.0,0
71.11,,8.0,1
207.14,6.0,0.0,0
127.07,26.0,7.0,1
23.88,55.0,1.0,0
19.34,39.0,3.0,1
86.89,9.0,3.0,0
197.3,45.0,7.0,0
178.38,14.0,1.0,0
198.21,55.0,,0
131.73,9.0,2.0,0
112.85,15.0,8.0,1
41.13,37.0,4.0,1
85.41,50.0,7.0,0
111.33,72.0,,0
26.71,21.0,,1
59.05,57.0,8.0,0
151.57,19.0,9.0,1
185.24,58.0,6.0,0
249.6,6.0,3.0,1
233.61,4.0,6.0,0
162.43,43.0,4.0,0
108.21,42.0,9.0,0
160.86,3.0,,1
197.48,1.0,1.0,0
33.99,55.0,,0
105.43,15.0,5.0,0
210.75,47.0,4.0,0
99.04,46.0,0.0,0
145.11,58.0,8.0,0
149.0,71.0,8.0,0
50.2,39.0,2.0,0
93.75,3.0,3.0,1
86.96,30.0,3.0,1
11.42,35.0,9.0,1
10.93,57.0,,0
208.77,29.0,5.0,0
71.9,50.0,1.0,0
131.93,62.0,3.0,0
78.19,52.0,0.0,0
235.47,14.0,2.0,0
68.53,35.0,3.0,0
110.27,28.0,7.0,0
218.82,58.0,2.0,0
211.27,30.0,4.0,0
50.59,7.0,0.0,0
201.65,39.0,3.0,1
117.26,69.0,1.0,0
123.33,35.0,3.0,0
37.7,52.0,4.0,0
24.75,14.0,2.0,0
183.35,63.0,5.0,1
126.63,36.0,1.0,0
112.03,24.0,4.0,0
183.73,40.0,3.0,1
192.55,29.0,,0
43.93,,8.0,1
154.51,22.0,5.0,1
38.16,72.0,6.0,0
189.09,15.0,,0
165.95,69.0,8.0,1
239.37,64.0,4.0,1
21.89,4.0,7.0,1
18.98,75.0,1.0,0
74.14,18.0,9.0,0
69.12,42.0,8.0,1
65.51,30.0,1.0,0
227.03,15.0,4.0,0
66.14,70.0,5.0,0
71.63,55.0,3.0,0
191.05,53.0,7.0,1
115.19,16.0,9.0,1
195.29,73.0,2.0,0
21.01,34.0,4.0,1
124.45,27.0,1.0,1
13.24,13.0,2.0,0
20.35,27.0,7.0,0
227.08,73.0,4.0,0
39.12,69.0,2.0,1
135.44,31.0,4.0,0
105.72,3.0,8.0,0
90.1,30.0,,0
225.46,21.0,9.0,0
10.35,6.0,6.0,0
167.63,32.0,7.0,0
241.03,42.0,4.0,0
142.24,62.0,2.0,0
234.52,32.0,5.0,1
17.8,39.0,2.0,1
107.6,64.0,8.0,0
68.74,30.0,1.0,1
184.05,63.0,2.0,0
245.42,31.0,6.0,0
67.85,,9.0,0
165.27,33.0,7.0,0
53.53,63.0,4.0,0
143.51,25.0,4.0,0
118.66,36.0,4.0,0
243.14,24.0,,0
154.09,,8.0,0
90.63,39.0,5.0,1
32.95,46.0,7.0,0
42.06,77.0,7.0,1
60.2,10.0,4.0,0
66.49,32.0,8.0,0
213.4,36.0,1.0,1
142.5,28.0,,1
133.23,16.0,2.0,0
33.12,16.0,6.0,0
215.73,18.0,8.0,0
182.09,8.0,4.0,1
21.58,75.0,7.0,0
178.42,70.0,3.0,1
138.17,1.0,0.0,1
25.02,,0.0,0
117.28,76.0,5.0,1
123.75,,7.0,1
45.61,45.0,9.0,0
236.7,58.0,1.0,0
213.24,1.0,,1
168.91,32.0,2.0,0
118.26,8.0,,0
105.88,40.0,2.0,0
164.49,56.0,7.0,0
138.63,63.0,6.0,1
20.26,74.0,0.0,0
130.56,74.0,7.0,0
202.57,36.0,8.0,1
117.51,57.0,7.0,1
17.73,,9.0,0
197.64,45.0,9.0,1
54.33,,0.0,0
68.36,2.0,6.0,0
45.35,68.0,8.0,0
85.9,50.0,4.0,0
190.4,29.0,1.0,1
132.25,10.0,7.0,1
55.2,27.0,8.0,1
220.07,15.0,6.0,0
220.5,60.0,4.0,1
218.29,31.0,7.0,0
63.51,21.0,5.0,0
115.55,60.0,3.0,1
246.32,58.0,0.0,0
194.14,41.0,5.0,0
11.66,46.0,,1
20.98,45.0,2.0,1
118.66,26.0,6.0,1
